Pair,Asset A,Asset B,Beta,ADF Stat,Half Life,Hurst,Zero Cross,Correlation
MARUTI-M&M,MARUTI,M&M,-1.4953071206619013,-2.154373616865986,78.41461943181932,0.4922425425057792,44,-0.3261249984948694
MARICO-BPCL,MARICO,BPCL,0.24528784158198166,-2.459007299860168,59.65155334040788,0.49301405528454423,34,0.2650581564039388
BAJFINANCE-AUROPHARMA,BAJFINANCE,AUROPHARMA,-0.4542243668040539,-3.3117038443961144,33.09318233641486,0.49330929908095417,48,-0.7488603903083928
IOC-NTPC,IOC,NTPC,-0.3447179761589414,-2.063409421887882,95.76020739856118,0.4933473039585699,26,-0.4807446884313608
NTPC-ASHOKLEY,NTPC,ASHOKLEY,-0.5542602856179436,-2.3890688812399676,64.90917699035109,0.49354357688516803,42,-0.7245699652563342
OFSS-M&M,OFSS,M&M,-0.8084383075036589,-0.7503071778451664,307.8148128013988,0.49366302281163593,41,-0.22249104976114223
JSWENERGY-INDUSINDBK,JSWENERGY,INDUSINDBK,-0.5146202899111146,-1.2385673417425536,200.6339810813387,0.4936831443988755,32,-0.5759964596738357
TMCV-HCLTECH,TMCV,HCLTECH,0.611947363489048,-1.6507214387569733,62.933767469773905,0.4938367190337678,49,0.7337973351555149
ULTRACEMCO-HINDUNILVR,ULTRACEMCO,HINDUNILVR,1.9113255857798004,-2.5838941438201637,57.216436751518785,0.4939351495553449,36,0.7451491607249521
EICHERMOT-NESTLEIND,EICHERMOT,NESTLEIND,-3.7706016836708263,-2.667580662386643,50.17340246810091,0.49393734029880904,56,-0.5104372989973127
BAJFINANCE-ONGC,BAJFINANCE,ONGC,2.1389827392351775,-2.727305115214221,61.31718608392611,0.49399795567796667,36,0.3907957836948165
TCS-JSWENERGY,TCS,JSWENERGY,-2.22998119234566,-2.595270833082101,45.639096950457414,0.494063158034395,47,-0.8362482644573644
DRREDDY-TATASTEEL,DRREDDY,TATASTEEL,-2.3412380942204907,-2.350766506836022,62.32449687863816,0.4940697454114787,22,-0.5095535039016266
DRREDDY-SAIL,DRREDDY,SAIL,-3.831002024587891,-3.0999942392946616,37.04414704720241,0.4942174905746077,57,-0.655597764339431
DRREDDY-VEDL,DRREDDY,VEDL,0.357482512598735,-2.11450883839367,86.98276320750529,0.49433796870690183,40,0.25158865205359704
MARICO-SAIL,MARICO,SAIL,-0.21623410453521405,-2.3582882915312875,63.08105797059465,0.494466429501684,40,-0.08922340100212592
CIPLA-GRASIM,CIPLA,GRASIM,0.25666418044955136,-2.1796996140091975,82.37183420492275,0.494845591784397,43,0.5286729783077344
MARICO-ONGC,MARICO,ONGC,-0.24162418854948253,-2.373600641739574,62.45152384345931,0.4948727653697925,42,-0.10171081739451018
DRREDDY-NESTLEIND,DRREDDY,NESTLEIND,-0.38710059379841594,-2.112843119734529,79.83457734889872,0.4949991360897692,42,-0.2776896832620298
AUROPHARMA-GRASIM,AUROPHARMA,GRASIM,-0.43986254787625095,-2.2465923937983985,64.5725652069947,0.4950181691461696,35,-0.6933810369847169
RELIANCE-BAJAJFINSV,RELIANCE,BAJAJFINSV,-0.3520375170045249,-2.381518433954371,65.5536034701842,0.4950738211905257,25,-0.46143534556525007
VEDL-ASHOKLEY,VEDL,ASHOKLEY,1.7199628300057286,-2.6201910285212615,54.330228728503975,0.49512560210795986,65,0.8374654403789602
OFSS-LUPIN,OFSS,LUPIN,-3.465905121697062,-3.3040363555153753,31.348559571837356,0.4953701070754418,39,-0.8274834453297334
DRREDDY-POWERGRID,DRREDDY,POWERGRID,-0.36396838369721224,-1.8680964958755526,98.95623145832346,0.4954274603284087,42,-0.12322787085315852
AUROPHARMA-INFY,AUROPHARMA,INFY,0.47206701613637403,-1.5046817338141592,168.64337386396798,0.4956751177144987,31,0.4825620510056596
AXISBANK-TATASTEEL,AXISBANK,TATASTEEL,-2.404983605551797,-3.4131843269138917,32.90654503311789,0.4959676753253495,58,-0.6690665281165767
MARICO-ADANIPOWER,MARICO,ADANIPOWER,-0.2272659710144248,-2.3988002111238513,61.75395877336031,0.4960468504387963,32,-0.15510455298195808
AUROPHARMA-SBIN,AUROPHARMA,SBIN,1.8336268401436258,-3.1619857665015965,38.21856660721185,0.4961051248638583,62,0.8412635646123444
BAJFINANCE-RELIANCE,BAJFINANCE,RELIANCE,-0.6203185730227484,-3.2940709158774353,32.999804165483965,0.49623716412673274,32,-0.7137611174748208
AXISBANK-NESTLEIND,AXISBANK,NESTLEIND,-0.2916428524301873,-2.2659958885601266,72.13314298322044,0.49676293032806673,20,-0.2674238998645261
LTIM-BAJAJ-AUTO,LTIM,BAJAJ-AUTO,0.44587560531146003,-1.4210283836454987,233.16436547381198,0.49683080769907273,19,0.20675626690921292
HINDALCO-NESTLEIND,HINDALCO,NESTLEIND,-0.3950729469555239,-1.9436936240541365,90.5036457004606,0.4969414550723073,19,-0.33874721831975235
MARICO-NTPC,MARICO,NTPC,-0.2531573295963819,-2.4256627889974953,60.32078909660027,0.49697703922374425,46,-0.16000646021728787
HINDUNILVR-VEDL,HINDUNILVR,VEDL,-3.0095282532646155,-2.340315774341945,66.01304126018704,0.49698564784893035,40,-0.7367666321741642
HINDALCO-SBIN,HINDALCO,SBIN,-0.2543179866051714,-2.0315892211738866,92.20731508935981,0.4970028950548628,29,-0.21970797254819807
JSWENERGY-VEDL,JSWENERGY,VEDL,-0.7031028670586519,-1.4228372991449534,175.18753551524006,0.49700316019425134,21,-0.4981501608739398
DRREDDY-ASHOKLEY,DRREDDY,ASHOKLEY,1.324464721424222,-2.3864460153742884,70.33499126946936,0.49701727092334663,56,0.4538626807749631
HDFCBANK-BPCL,HDFCBANK,BPCL,-0.3205041676804775,-3.6519379588235474,26.022761160571815,0.49702516730937635,67,-0.4776808808182635
HCLTECH-NESTLEIND,HCLTECH,NESTLEIND,-1.805922980307024,-2.765456699577642,50.57446205157708,0.49707280563988143,31,-0.6595907830810331
LUPIN-AMBUJACEM,LUPIN,AMBUJACEM,-3.2680014978459178,-2.504409988213277,56.15259830039655,0.49711158730234695,29,-0.6681878297367607
TMCV-SBICARD,TMCV,SBICARD,-1.1497356800652065,-2.494674346294,44.71895809567854,0.49724287150182633,15,-0.5582276350214038
OFSS-JINDALSTEL,OFSS,JINDALSTEL,3.9711496904687977,-2.02783709083631,107.10381365832549,0.497244713417424,33,0.48187205826395674
TECHM-INDUSINDBK,TECHM,INDUSINDBK,0.9566792219136567,-0.3524222544881223,874.0456851847096,0.4974961390575113,16,0.49329919284685475
BAJFINANCE-SBIN,BAJFINANCE,SBIN,-1.0351545222504155,-3.8715350200187943,23.94989342817051,0.49761541229398654,55,-0.782990942021238
AUROPHARMA-BPCL,AUROPHARMA,BPCL,2.5517186422123954,-1.9094456906226598,92.77285125000157,0.4977322824256557,30,0.7259109699481192
EICHERMOT-BAJFINANCE,EICHERMOT,BAJFINANCE,-2.101056297773158,-2.2929437424055994,67.22954645722008,0.4982310892553332,30,-0.3788682170032058
HINDALCO-ITC,HINDALCO,ITC,1.100118756081066,-1.850117098888594,100.23344516484777,0.4982484954700459,27,0.28439628628548386
MARICO-TATASTEEL,MARICO,TATASTEEL,-0.5255568370149157,-2.469141353554926,57.6000258426004,0.49837087762177373,54,-0.2757994525008198
OFSS-TECHM,OFSS,TECHM,-2.6088572555113214,-2.306845209442493,65.3934917523237,0.4985335004853814,45,-0.6612752110751626
LUPIN-GRASIM,LUPIN,GRASIM,-0.47246986231676,-1.5956980370777138,102.52028817559984,0.49876237687916425,33,-0.5777231362316598
DIVISLAB-JINDALSTEL,DIVISLAB,JINDALSTEL,2.4243757921075333,-2.463136366913964,62.18908191853826,0.49884548705825166,30,0.5225457884774125
TECHM-GRASIM,TECHM,GRASIM,-0.2269148879086171,-0.25646703729722764,1275.4057904611147,0.4988543202004236,23,-0.2613481068580629
SBICARD-SBIN,SBICARD,SBIN,-0.7319377178679061,-3.3603238501542525,31.39589309822516,0.499177799010915,51,-0.7141226334261761
MARICO-TATAPOWER,MARICO,TATAPOWER,-0.4015737479890702,-2.616351122318281,52.20274399935882,0.49953220131660797,54,-0.3075251945029288
BAJFINANCE-BPCL,BAJFINANCE,BPCL,-1.4970658394678442,-3.14868013549319,35.74102928271636,0.49955950104526353,33,-0.7021370744336916
OFSS-DRREDDY,OFSS,DRREDDY,-1.241327651707998,-1.0977774871284687,223.03961176212346,0.4996211847054093,37,-0.14592666901637946
VEDL-RELIANCE,VEDL,RELIANCE,0.38271465654081493,-1.2432910513914066,162.7427623159451,0.499811286213141,47,0.5979041895392201
